id,nombre,total,nacidos_en_espana,en_la_misma_comunidad_autonoma,misma_comunidad_autonoma_misma_provincia,misma_comunidad_autonoma_misma_provincia_mismo_municipio,misma_comunidad_autonoma_misma_provincia_distinto_municipio,misma_comunidad_autonoma_distinta_provincia,en_distinta_comunidad_autonoma,nacidos_en_el_extranjero
25152,"Oluges, Les",172,163,158,118,75,43,40,5,9
25153,"Omellons, Els",212,210,199,153,120,33,46,11,2
25154,"Omells de na Gaia, Els",134,131,129,95,65,30,34,2,3
25155,Organyà,792,698,621,509,210,299,112,77,94
25156,Os de Balaguer,1009,964,870,788,373,415,82,94,45
25157,Ossó de Sió,205,196,183,140,80,60,43,13,9
25158,"Palau d'Anglesola, El",2163,1984,1848,1708,893,815,140,136,179
25164,Penelles,462,425,390,345,219,126,45,35,37
25165,Peramola,353,310,292,244,111,133,48,18,43
25166,Pinell de Solsonès,203,191,187,163,117,46,24,4,12
25167,Pinós,298,281,272,192,157,35,80,9,17
25911,"Plans de Sió, Els",507,469,446,314,184,130,132,23,38
25168,"Poal, El",626,571,532,496,343,153,36,39,55
25169,"Pobla de Cérvoles, La",191,184,160,98,76,22,62,24,7
25171,"Pobla de Segur, La",2939,2444,2110,1708,1015,693,402,334,495
25030,"Pont de Bar, El",171,153,146,103,44,59,43,7,18
25173,"Pont de Suert, El",2216,1902,1421,1154,775,379,267,481,314
25172,Ponts,2604,2094,1919,1705,1011,694,214,175,510
25174,"Portella, La",703,460,424,402,148,254,22,36,243
25175,Prats i Sansor,231,210,194,78,51,27,116,16,21
25176,Preixana,385,362,349,295,204,91,54,13,23
25177,Preixens,428,407,373,307,183,124,66,34,21
25179,Prullans,224,197,183,115,68,47,68,14,27
25180,Puiggròs,272,262,245,201,110,91,44,17,10
25181,Puigverd d'Agramunt,231,191,180,161,99,62,19,11,40
25182,Puigverd de Lleida,1363,1255,1105,1018,467,551,87,150,108
25183,Rialp,663,601,528,342,179,163,186,73,62
25905,Ribera d'Ondara,422,409,384,241,166,75,143,25,13
25185,Ribera d'Urgellet,923,753,677,513,185,328,164,76,170
25186,Riner,261,242,236,174,123,51,62,6,19
25913,Riu de Cerdanya,94,93,85,21,8,13,64,8,1
25189,Rosselló,3130,2698,2305,2123,701,1422,182,393,432
25190,Salàs de Pallars,324,283,260,171,81,90,89,23,41
25191,Sanaüja,393,369,351,274,187,87,77,18,24
25196,Sant Esteve de la Sarga,129,115,96,78,37,41,18,19,14
25192,Sant Guim de Freixenet,1040,861,795,544,403,141,251,66,179
25197,Sant Guim de la Plana,177,154,148,115,77,38,33,6,23
25193,Sant Llorenç de Morunys,934,847,790,554,377,177,236,57,87
25902,Sant Martí de Riucorb,648,616,585,481,317,164,104,31,32
25194,Sant Ramon,495,467,439,358,274,84,81,28,28
25201,Sarroca de Bellera,120,113,111,95,40,55,16,2,7
25200,Sarroca de Lleida,361,354,343,320,186,134,23,11,7
25202,Senterada,139,117,107,65,27,38,42,10,22
25035,"Sentiu de Sió, La",427,415,377,348,125,223,29,38,12
25204,Seròs,1889,1431,1282,1201,731,470,81,149,458
25203,"Seu d'Urgell, La",12041,9449,7586,6117,4648,1469,1469,1863,2592
25205,Sidamon,733,689,610,541,256,285,69,79,44
25206,"Soleràs, El",328,295,285,262,159,103,23,10,33
25207,Solsona,9014,7517,6742,5497,4180,1317,1245,775,1497
25208,Soriguera,399,387,359,219,98,121,140,28,12
25209,Sort,2164,1809,1617,1168,619,549,449,192,355
25210,Soses,1764,1359,1249,1202,724,478,47,110,405
25211,Sudanell,851,783,712,665,397,268,47,71,68
25212,Sunyer,355,256,246,235,146,89,11,10,99
25215,Talarn,651,595,303,213,79,134,90,292,56
25216,Talavera,247,241,233,143,100,43,90,8,6
25217,Tàrrega,16795,13169,11738,9768,6092,3676,1970,1431,3626
25218,Tarrés,99,97,93,72,52,20,21,4,2
25219,Tarroja de Segarra,183,166,159,121,82,39,38,7,17
25220,Térmens,1383,1178,1083,1020,678,342,63,95,205
25221,Tírvia,134,130,113,82,50,32,31,17,4
25222,Tiurana,74,71,67,57,30,27,10,4,3
25223,Torà,1244,1068,991,754,516,238,237,77,176
25224,"Torms, Els",151,142,140,126,77,49,14,2,9
25225,Tornabous,879,663,622,542,371,171,80,41,216
25227,"Torre de Cabdella, La",747,702,674,498,250,248,176,28,45
25226,Torrebesses,289,279,267,241,113,128,26,12,10
25228,Torrefarrera,4630,4082,3630,3295,525,2770,335,452,548
25907,Torrefeta i Florejacs,590,554,528,400,259,141,128,26,36
25230,Torregrossa,2190,1847,1771,1685,1024,661,86,76,343
25231,Torrelameu,742,584,559,527,321,206,32,25,158
25232,Torres de Segre,2307,1603,1448,1354,799,555,94,155,704
25233,Torre,386,325,289,270,89,181,19,36,61
25234,Tremp,5824,4787,4113,3438,2413,1025,675,674,1037
25043,"Vall de Boí, La",1022,915,801,615,422,193,186,114,107
25901,Vall de Cardós,372,315,292,207,115,92,85,23,57
25238,Vallbona de les Monges,234,219,208,126,85,41,82,11,15
25240,Vallfogona de Balaguer,1884,1700,1522,1396,660,736,126,178,184
25906,"Valls d'Aguilar, Les",272,224,208,166,64,102,42,16,48
25239,"Valls de Valira, Les",803,642,550,423,116,307,127,92,161
25909,"Vansa i Fórnols, La",168,152,138,87,29,58,51,14,16
25242,Verdú,905,792,732,574,312,262,158,60,113
25243,Vielha e Mijaran,5493,4142,2912,2262,1653,609,650,1230,1351
25244,Vilagrassa,510,438,387,323,134,189,64,51,72
25245,Vilaller,536,476,363,303,174,129,60,113,60
25247,Vilamòs,159,144,103,55,26,29,48,41,15
25248,Vilanova de Bellpuig,1170,1067,1025,945,660,285,80,42,103
25254,Vilanova de la Barca,1039,841,762,724,337,387,38,79,198
25249,Vilanova de l'Aguda,202,198,191,172,118,54,19,7,4
25250,Vilanova de Meià,395,369,351,282,180,102,69,18,26
25251,Vilanova de Segrià,945,832,750,689,205,484,61,82,113
25252,Vila,717,665,613,560,269,291,53,52,52
25253,"Vilosell, El",168,158,145,92,63,29,53,13,10
25255,Vinaixa,482,455,407,311,242,69,96,48,27
